Family,Genus,Name,Growth.form.1,Growth.form.2,Growth.form.3,Leaf.habit,Collection.date,Grid,Latitude,Longitude,Elevation
Orchidaceae,Spathoglottis,Spathoglottis pubescens,Herb,Perennial,Herbaceous,Evergreen,20150808,G04,23.20642997,113.3576714,100
Orchidaceae,Spathoglottis,Spathoglottis pubescens,Herb,Perennial,Herbaceous,Evergreen,20150716,G05,23.49255269,113.7790549,150
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19290729,G15,24.20764054,113.3967788,350
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19300722,G06,23.26230851,114.0601897,250
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19300805,G16,24.34086914,113.6654078,400
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19300727,G26,25.08846029,113.7438538,450
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19320726,G03,23.17008682,112.5253093,250
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19570805,G16,24.44378555,113.667447,200
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19580802,G22,24.8002595,114.2281838,250
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19590816,G13,24.37854049,112.2667762,720
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19630809,G03,23.16552648,112.5211057,310
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19750729,G03,23.16552648,112.5211057,300
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19770803,G03,23.23032745,112.5505728,310
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19810729,G11,23.63941592,113.8826414,500
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19810807,G03,23.16552648,112.5211057,310
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,19840804,G01,23.48854754,111.88586,350
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20040808,G20,24.91598268,113.0771307,667
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20050725,G19,24.88534975,112.9512811,500
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20080808,G19,24.76063956,112.862526,670
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20090724,G06,23.26230851,114.0601897,300
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20130729,G27,25.07783659,114.4167271,450
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20140801,G20,24.91598268,113.0771307,600
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150801,G10,23.58350544,113.2174269,250
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150811,G03,23.17008682,112.5253093,224
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150809,G20,24.91598268,113.0771307,800
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150726,G11,23.63944517,113.8904019,500
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150723,G06,23.31543066,114.3222111,320
Orchidaceae,Habenaria,Habenaria rhodocheila,Herb,Perennial,Herbaceous,Evergreen,20150808,G04,23.20642997,113.3576714,100
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19240816,G17,24.3143767,114.2003649,500
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19280704,G03,23.17008682,112.5253093,200
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19290615,G25,25.1838761,113.3485494,500
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19291019,G03,23.17008682,112.5253093,200
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19300813,G06,23.26230851,114.0601897,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19300805,G16,24.34086914,113.6654078,400
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19300708,G04,23.18662175,113.2926765,150
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19300705,G10,23.84453175,113.2739506,120
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19310823,G16,24.34086914,113.6654078,400
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19320822,G06,23.26230851,114.0601897,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19320726,G03,23.17008682,112.5253093,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19340701,G04,23.18662175,113.2926765,150
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19350814,G20,24.87380092,113.1388535,480
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19360712,G18,24.76172734,112.4142807,350
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19370810,G19,24.9792453,112.8829174,750
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19420709,G24,25.22459056,112.9500955,100
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19430724,G25,25.16020735,113.2880898,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19530921,G04,23.18662175,113.2926765,150
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19561002,G02,22.86671012,112.3692101,200
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19560829,G03,23.17040284,112.5379889,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19570914,G16,24.44378555,113.667447,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580901,G26,25.33378386,113.9166997,800
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580613,G18,24.76462745,112.0809291,700
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580828,G02,23.35335764,112.2796395,260
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580722,G03,23.42629278,112.858135,100
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580716,G21,24.89222567,113.9278804,300
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580720,G01,23.38334781,111.8677656,400
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19580711,G13,24.24811301,112.0422707,660
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19620921,G03,23.17008682,112.5253093,240
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19630808,G03,23.17008682,112.5253093,100
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19630803,G03,23.16654356,112.5135007,500
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19691017,G04,23.18662175,113.2926765,150
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19700912,G19,24.9792453,112.8829174,800
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19781020,G03,23.16624974,112.5486257,60
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19780923,G06,23.26228251,114.0620697,500
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19850723,G17,24.20324039,114.2338861,600
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19860731,G25,25.26300928,113.4621768,650
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19861014,G03,23.17008682,112.5253093,250
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,19921013,G06,23.24569192,114.3919616,400
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,20121021,G11,23.81512996,113.9486433,560
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,20130725,G27,25.07783659,114.4167271,450
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,20130831,G11,23.63944517,113.8904019,500
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,20141003,G01,23.460373,111.902715,400
Fabaceae,Callerya,Callerya dielsiana,Liana,Perennial,Woody,Evergreen,20150704,G11,23.63038789,113.7621037,560
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19300808,G16,24.34086914,113.6654078,400
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19300810,G06,23.26230851,114.0601897,300
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19410806,G24,25.15199795,112.7256475,500
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19420807,G24,25.1582865,112.9614671,400
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19580720,G01,23.38334781,111.8677656,400
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,19830808,G20,24.96024502,113.0611132,750
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20070920,G20,24.52268377,113.123325,450
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20091007,G11,23.81512996,113.9486433,250
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20100817,G11,23.77795671,113.8970009,250
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20130926,G19,24.9792453,112.8829174,750
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20130901,G11,23.63944517,113.8904019,500
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20140727,G04,23.18662175,113.2926765,150
Rosaceae,Rubus,Rubus alceifolius,Liana,Perennial,Woody,Evergreen,20141003,G11,23.63944517,113.8904019,500
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19240830,G17,24.3143767,114.2003649,500
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19300825,G06,23.25428186,114.0146638,110
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19300825,G21,24.68578612,113.5993516,400
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19310907,G16,24.34086914,113.6654078,400
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19350817,G20,24.87564343,113.3864062,150
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19350829,G17,24.3143767,114.2003649,400
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19420920,G19,24.98474507,112.8667724,470
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19580809,G13,24.37854049,112.2667762,820
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19580914,G26,25.2854238,113.6098099,1000
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19580828,G26,25.33378386,113.9166997,750
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19640905,G19,24.9821564,112.923345,800
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19740906,G19,24.97126292,112.6518434,670
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,19790825,G17,24.20136593,114.5673737,650
Elaeocarpaceae,Sloanea,Sloanea sinensis,Tree,Perennial,Woody,Evergreen,20070818,G11,23.63944517,113.8904019,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19240819,G17,24.3143767,114.2003649,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19241009,G16,24.38572514,113.8613528,400
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19280807,G04,23.18662175,113.2926765,150
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19290806,G15,24.20764054,113.3967788,350
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19300728,G06,23.26230851,114.0601897,320
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19300806,G27,25.1896074,114.0224647,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19310821,G16,24.34086914,113.6654078,400
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19350814,G20,24.87380092,113.1388535,480
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19420810,G24,25.22459056,112.9500955,350
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19420923,G19,24.9792453,112.8829174,400
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19430911,G20,24.91838152,113.1643799,200
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19561010,G19,24.97152829,112.954933,1140
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19570809,G19,24.9792453,112.8829174,1200
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19581009,G17,24.0075907,114.2873706,700
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19580826,G26,25.33378386,113.9166997,1670
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19580909,G18,24.85163713,112.2211623,630
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19580818,G13,24.37854049,112.2667762,760
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19580803,G22,24.8002595,114.2281838,350
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19601002,G19,24.93262529,112.9468994,1230
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19630809,G03,23.18266206,112.5134471,290
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19640921,G19,24.9841095,112.8743252,715
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19720805,G25,25.34350058,113.3726182,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19730919,G18,24.66545626,112.1587116,320
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19740921,G03,23.18283972,112.518754,600
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19771019,G06,23.26230851,114.0601897,46
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19780930,G06,23.26230851,114.0601897,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19780905,G03,23.18283972,112.518754,600
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19790919,G03,23.17997457,112.5344557,200
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19810729,G11,23.63941592,113.8826414,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19830815,G20,24.96024502,113.0611132,1100
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19830819,G08,23.52151339,112.2423873,300
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,19860811,G25,25.36992807,113.456825,800
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20020925,G17,24.20324039,114.2338861,620
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20060927,G25,25.22678297,113.4457566,600
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20081009,G21,24.81393209,113.5924326,450
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20090917,G03,23.17008682,112.5253093,206
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20090831,G06,23.33778792,114.3875002,400
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20090916,G11,23.63944517,113.8904019,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20090922,G19,24.9792453,112.8829174,750
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20141003,G11,23.63944517,113.8904019,500
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20150813,G11,23.81512996,113.9486433,560
Orobanchaceae,Aeginetia,Aeginetia indica,Herb,Annual,Herbaceous,Deciduous,20150904,G20,24.91598268,113.0771307,800
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19420809,G24,25.22459056,112.9500955,100
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19560913,G23,25.02689373,112.3962176,200
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19570920,G19,24.95175367,112.9824582,1400
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19570809,G16,24.44378555,113.667447,350
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19601008,G19,24.93262529,112.9468994,1340
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19830808,G20,24.96024502,113.0611132,800
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,19850918,G19,24.86536055,112.8103963,600
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,20130902,G11,23.81512996,113.9486433,560
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,20141027,G19,24.9792453,112.8829174,750
Rosaceae,Rubus,Rubus lambertianus,Liana,Perennial,Woody,Evergreen,20150911,G20,24.98219633,113.1366786,460
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19300727,G26,25.08846029,113.7438538,450
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19341028,G20,24.96024502,113.0611132,450
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19380926,G19,24.97899083,112.96812,1400
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19420920,G19,24.98474507,112.8667724,470
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19560825,G16,24.44378555,113.667447,350
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19560927,G19,24.9792453,112.8829174,750
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19561018,G20,24.74641538,113.0015819,1000
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19580724,G01,23.38334781,111.8677656,400
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19581009,G17,24.0075907,114.2873706,700
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19580803,G22,24.8002595,114.2281838,150
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19580919,G18,24.85163713,112.2211623,600
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19601014,G19,24.93262529,112.9468994,1280
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19640822,G19,24.97152829,112.954933,940
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,19981009,G09,23.93273479,112.5340619,1300
Symplocaceae,Symplocos,Symplocos cochinchinensis var. laurina,Tree,Perennial,Woody,Evergreen,20130714,G10,23.51708189,113.2157692,150
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19240924,G16,24.38572514,113.8613528,400
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19310908,G16,24.34086914,113.6654078,400
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19350924,G16,24.38572514,113.8613528,400
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19381015,G20,24.82253547,113.1119976,480
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19581024,G13,24.07736324,111.9549185,550
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19580911,G18,24.85163713,112.2211623,300
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19630926,G03,23.18254877,112.5224715,500
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19771015,G17,24.20136593,114.5673737,650
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19770919,G03,23.17997457,112.5344557,300
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19800925,G03,23.16409729,112.5131788,300
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19831012,G22,24.72791583,114.2558558,450
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19841016,G13,24.23426514,112.3947212,800
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19930913,G06,23.24569192,114.3919616,450
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,19980918,G15,24.35083905,113.1457182,350
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20041023,G20,24.91598268,113.0771307,710
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20090923,G11,23.81512996,113.9486433,560
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20141003,G11,23.63944517,113.8904019,500
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20141004,G05,23.49255269,113.7790549,150
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20150919,G04,23.20642997,113.3576714,100
Orchidaceae,Coelogyne,Coelogyne fimbriata,Herb,Perennial,Herbaceous,Evergreen,20150926,G11,23.81512996,113.9486433,560
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19240930,G16,24.38572514,113.8613528,400
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19240914,G17,24.3143767,114.2003649,500
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19420913,G24,25.22459056,112.9500955,100
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19451001,G18,24.81538014,112.1536421,200
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19560913,G23,25.02689373,112.3962176,200
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19580908,G18,24.85163713,112.2211623,330
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19580829,G26,25.33378386,113.9166997,900
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19580820,G13,24.37854049,112.2667762,820
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19581006,G17,24.0075907,114.2873706,600
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,19850915,G19,24.83494206,112.8380229,150
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20040918,G19,24.9830836,112.841814,470
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20091006,G11,23.82717218,113.960291,250
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20121022,G22,24.72791583,114.2558558,500
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20131023,G11,23.63944517,113.8904019,500
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20141004,G21,24.81393209,113.5924326,450
Caprifoliaceae,Patrinia,Patrinia villosa,Herb,Perennial,Herbaceous,Evergreen,20141003,G04,23.20642997,113.3576714,100
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19291020,G03,23.17008682,112.5253093,250
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19291001,G04,23.20642997,113.3576714,50
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19301024,G25,25.09995157,113.3246425,300
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19350919,G25,25.19053787,113.4148597,320
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19350919,G16,24.38572514,113.8613528,400
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19560916,G03,23.16690596,112.5498676,200
Rubiaceae,Hedyotis,Hedyotis hedyotidea,Liana,Perennial,Woody,Evergreen,19561003,G02,22.86671012,112.3692101,200
